predicted,observed
0.042116653846842385,0.04007285974499089
0.14533627749970343,0.17073170731707318
0.2464678922134721,0.3008130081300813
0.3512851145752375,0.30708661417322836
0.4508703170686618,0.42857142857142855
0.5467808681068643,0.52
0.6487593329225287,0.625
0.7421251634802908,0.796875
0.8449614672510106,0.7857142857142857
0.9093298374900499,1.0
